                   AC_BR_BONANZA   Too many newlines in a row... spammy template
              DATE_IN_PAST_03_06   Data: jest od 3 do 6 godzin przed dat± z Received:
              DATE_IN_PAST_03_06   Date: é 3 a 6 horas antes da data do Received:
              DATE_IN_PAST_03_06   Date: est 3 à 6 heures avant la date de l'en-tête Received:
              DATE_IN_PAST_03_06   Date: is 3 to 6 hours before Received: date
              DATE_IN_PAST_03_06   Date: is 3 tot 6 uur voor Received: datum
              DATE_IN_PAST_06_12   Absendezeit 6 bis 12 Stunden vor Datum in "Received"-Kopfzeilen
              DATE_IN_PAST_06_12   Data: jest od 6 do 12 godzin przed dat± z Received:
              DATE_IN_PAST_06_12   Date: é 6 a 12 horas antes da data Received:
              DATE_IN_PAST_06_12   Date: est 6 à 12 heures avant la date de l'en-tête Received:
              DATE_IN_PAST_06_12   Date: is 6 to 12 hours before Received: date
              DATE_IN_PAST_06_12   Date: is 6 tot 12 uur voor Received: datum
              DATE_IN_PAST_12_24   Absendezeit 12 bis 24 Stunden vor Datum in "Received"-Kopfzeilen
              DATE_IN_PAST_12_24   Data: jest od 12 do 24 godzin przed dat± z Received:
              DATE_IN_PAST_12_24   Date: é 12 a 24 horas antes da data do Received:
              DATE_IN_PAST_12_24   Date: est 12 à 24 heures avant la date de l'en-tête Received:
              DATE_IN_PAST_12_24   Date: is 12 to 24 hours before Received: date
              DATE_IN_PAST_12_24   Date: is 12 tot 24 uur voor Received: datum
              DATE_IN_PAST_24_48   Absendezeit 24 bis 48 Stunden vor Datum in "Received"-Kopfzeilen
              DATE_IN_PAST_24_48   Data: jest od 24 do 48 godzin przed dat± z Received:
              DATE_IN_PAST_24_48   Date: é 24 a 48 horas antes da data do Received:
              DATE_IN_PAST_24_48   Date: est 24 à 48 heures avant la date de l'en-tête Received:
              DATE_IN_PAST_24_48   Date: is 24 to 48 hours before Received: date
              DATE_IN_PAST_24_48   Date: is 24 tot 48 uur voor Received: datum
              DATE_IN_PAST_96_XX   Absendezeit mehr als 96 Stunden vor Datum in "Received"-Kopfzeilen
              DATE_IN_PAST_96_XX   Data: jest od 96 lub wiêcej godzin przed dat± z Received:
              DATE_IN_PAST_96_XX   Date: é 96 horas ou mais antes da data do Received:
              DATE_IN_PAST_96_XX   Date: est plus de 96 heures avant la date de l'en-tête Received:
              DATE_IN_PAST_96_XX   Date: is 96 hours or more before Received: date
              DATE_IN_PAST_96_XX   Date: is 96 of meer uur voor Received: datum
               DATE_SPAMWARE_Y2K   Data no cabeçalho usa formatação estranha
               DATE_SPAMWARE_Y2K   Date header uses unusual Y2K formatting
               DATE_SPAMWARE_Y2K   Datum heeft een vreemde Y2K opmaak
               DATE_SPAMWARE_Y2K   Datumskopfzeile hat ungewöhnliches Format
               DATE_SPAMWARE_Y2K   L'en-tête date utilise un format Y2K inhabituel
               DATE_SPAMWARE_Y2K   Nag³ówek Data: u¿ywa podejrzanego formatowania Y2k
                    DAY_I_EARNED   Work-at-home spam
                       DCC_CHECK   Als Massen-E-Mail erkannt von DCC (dcc-servers.net)
                       DCC_CHECK   Classificado como email em massa pelo DCC (dcc-servers.net)
                       DCC_CHECK   Detected as bulk mail by DCC (dcc-servers.net)
                       DCC_CHECK   Gevonden in DCC (https://www.dcc-servers.net/dcc/)
                       DCC_CHECK   Message listé par DCC: http://www.www.dcc-servers.net/dcc/
                       DCC_CHECK   Na li¶cie DCC (http://www.dcc-servers.net/dcc/)
                 DCC_REPUT_00_12   DCC reputation between 0 and 12 %  (mostly ham)
                 DCC_REPUT_00_12   Reputação no DCC entre 0 e 12 %  (maioria não-spam)
                 DCC_REPUT_13_19   DCC reputation between 13 and 19 %
                 DCC_REPUT_70_89   DCC reputation between 70 and 89 %
                 DCC_REPUT_70_89   Reputação no DCC entre 70 and 89 %
                 DCC_REPUT_90_94   DCC reputation between 90 and 94 %
                 DCC_REPUT_90_94   Reputação no DCC entre 90 and 94 %
                 DCC_REPUT_95_98   DCC reputation between 95 and 98 %  (mostly spam)
                 DCC_REPUT_95_98   Reputação no DCC entre 95 and 98 %  (maioria de spam)
                DCC_REPUT_99_100   DCC reputation between 99 % or higher (spam)
                DCC_REPUT_99_100   Reputação no DCC entre 99 % ou mais (definitamente spam)
                  DC_GIF_264_127   Found 264x127 pixel gif, possible pillz
                      DC_GIF_300   Contains a 300x300 pixels gif or larger
               DC_GIF_HTML_RATIO   Low rawbody to GIF pixel area ratio
            __DC_GIF_MULTI_LARGO   Message has 2+ inline gif covering lots of area
            __DC_GIF_MULTI_LARGO   Message has 2+ inline gif covering lots of area
               DC_GIF_TEXT_RATIO   Low body to GIF pixel area ratio
                DC_GIF_UNO_LARGO   Message contains a single large gif image
                DC_GIF_UNO_LARGO   Message contains a single large inline gif
                 DC_IMAGE001_GIF   Contains image named image001.gif
              DC_IMAGE_SPAM_HTML   Possible Image-only spam
              DC_IMAGE_SPAM_HTML   Possible Image-only spam
              DC_IMAGE_SPAM_TEXT   Possible Image-only spam with little text
              DC_IMAGE_SPAM_TEXT   Possible Image-only spam with little text
             __DC_IMG_HTML_RATIO   Low rawbody to pixel area ratio
             __DC_IMG_HTML_RATIO   Low rawbody to pixel area ratio
             __DC_IMG_TEXT_RATIO   Low body to pixel area ratio
             __DC_IMG_TEXT_RATIO   Low body to pixel area ratio
                 DC_JPEG_200_300   Contains jpeg 200-250 (high) x 300-350 (wide)
             DC_JPEG_MULTI_LARGO   Message has 2+ jpeg images covering lots of area
               DC_JPEG_UNO_LARGO   Message hash single large jpeg image
            __DC_PNG_MULTI_LARGO   Message has 2+ inline png covering lots of area
            __DC_PNG_MULTI_LARGO   Message has 2+ png images covering lots of area
                DC_PNG_UNO_LARGO   Message contains a single large inline gif
                DC_PNG_UNO_LARGO   Message contains a single large png image
               DC_SCREENSHOT_JPG   Contains image matching common screen resolution
                DEAR_BENEFICIARY   Dear Beneficiary:
                      DEAR_EMAIL   Message contains Dear email address
                     DEAR_FRIEND   Anonyme Anrede ("dear friend")
                     DEAR_FRIEND   Beste vriend, klinkt niet erg bekend...
                     DEAR_FRIEND   Contient la formule "Dear friend"
                     DEAR_FRIEND   Contém "Dear Friend"
                     DEAR_FRIEND   Dear Friend? That's not very dear!
                     DEAR_FRIEND   'Drogi Przyjacielu' (ang.)
                  DEAR_SOMETHING   Anonyme Anrede ("dear ...")
                  DEAR_SOMETHING   Bevat 'Dear (iets)'
                  DEAR_SOMETHING   Contains 'Dear (something)'
                  DEAR_SOMETHING   Contém 'Dear (alguma coisa)'
                  DEAR_SOMETHING   Le message contient "Dear... (quelqu'un)"
                  DEAR_SOMETHING   Zawiera 'Drogi Kto¶tam' (ang.)
                     DEAR_WINNER   Spam with generic salutation of "dear winner"
                          DIET_1   Lose Weight Spam
                          DIET_1   Reduzieren Sie Ihr Gewicht
                          DIET_1   Spam de perda de peso
                          DIET_1   Spam proposant une perte de poids
                 DIGEST_MULTIPLE   Mehrere Internettests (Razor, DCC, Pyzor, etc.) treffen zu
                 DIGEST_MULTIPLE   Message hits more than one network digest check
                 DIGEST_MULTIPLE   Remetente está listado em mais de uma blocklist
                               d   in plugin documentation.
                               d   in the paragraph above. There's a couple of rules that were FPing,
